,_latitude,_longitude,97_number_of_customers_in_store,268_number_fridges,104_how_many_shelves_does_the_micro_retailer_have,2_current_permanent_employees,4_number_permanent_employees_last_year,145_number_direct_competitors,272_card_days_receive_money,276_expected_days_informal_credit,36_credit_default_rate,62_frequency_only_services,103_number_own_fridges,24_burnout,172_supplier_frequency,163_number_high_perishable_products,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_
44,19.0095685,-98.230817,0,1.0,1,2.0,0.0,2.0,1.0,7.0,0.0,3.0,1.0,7.0,1.0,10.0,no,no,yes
45,19.0106184,-98.2302447,0,2.0,4,1.0,0.0,15.0,1.0,7.0,0.0,1.0,1.0,2.0,5.0,0.0,no,yes,yes
46,19.0367582,-98.2601986,3,4.0,2,1.0,1.0,5.0,1.0,7.0,0.0,50.0,1.0,2.0,7.0,5.0,no,no,no
47,19.0367441,-98.2603664,2,5.0,1,1.0,1.0,5.0,1.0,7.0,0.0,50.0,1.0,2.0,7.0,5.0,no,no,no
48,19.0122639878,-98.229933181,1,4.0,6,1.0,1.0,5.0,1.0,7.0,0.0,50.0,1.0,2.0,7.0,5.0,yes,yes,yes
49,19.0123242466,-98.2298505866,2,0.0,1,0.0,1.0,5.0,1.0,7.0,2.0,3.0,1.0,2.0,1.0,15.0,no,no,yes
50,19.0120750364,-98.2294305393,2,2.0,2,0.0,0.0,10.0,1.0,7.0,2.0,3.0,1.0,2.0,3.0,10.0,no,yes,yes
51,19.011842865,-98.2296537134,2,4.0,8,1.0,1.0,3.0,1.0,7.0,2.0,15.0,1.0,3.0,3.0,2.0,no,yes,yes
52,19.0117779794,-98.2295831893,1,0.0,5,0.0,0.0,4.0,1.0,7.0,0.0,5.0,1.0,3.0,1.0,0.0,yes,yes,no
53,19.0115706216,-98.2297524994,2,0.0,2,0.0,0.0,15.0,3.0,60.0,2.0,5.0,1.0,3.0,1.0,0.0,no,no,no
54,19.0115530696,-98.2297618222,3,0.0,3,0.0,0.0,10.0,3.0,60.0,2.0,5.0,1.0,5.0,1.0,0.0,no,no,no
55,19.0371103,-98.2610671,4,1.0,1,2.0,3.0,3.0,3.0,60.0,2.0,7.0,1.0,5.0,1.0,2.0,no,no,no
56,19.0369305,-98.260623,3,3.0,2,1.0,2.0,3.0,3.0,60.0,2.0,7.0,1.0,6.0,2.0,2.0,no,no,no
57,19.0368797,-98.2606621,3,1.0,1,1.0,2.0,3.0,3.0,60.0,2.0,7.0,1.0,6.0,2.0,2.0,yes,no,no
58,19.0514750654,-98.1968139857,6,9.0,65,3.0,1.0,1.0,1.0,60.0,2.0,4.0,0.0,4.0,4.0,1.0,no,no,no
59,19.0000591753,-98.2726417948,2,1.0,2,2.0,2.0,20.0,0.0,60.0,2.0,45.0,1.0,3.0,3.0,5.0,yes,no,yes
60,19.0072627649,-98.2227635824,3,9.0,10,3.0,6.0,2.0,0.0,60.0,2.0,45.0,1.0,7.0,3.0,5.0,yes,yes,yes
61,19.012225817,-98.2196779521,1,1.0,5,0.0,0.0,6.0,1.0,60.0,2.0,2.0,1.0,7.0,2.0,4.0,no,no,no
62,19.0191604729,-98.2614687153,0,0.0,5,2.0,1.0,3.0,1.0,60.0,2.0,2.0,1.0,7.0,3.0,10.0,no,no,no
63,19.0190071087,-98.2616333682,1,0.0,4,2.0,1.0,3.0,1.0,60.0,2.0,2.0,1.0,7.0,3.0,10.0,no,yes,no
64,19.0190484525,-98.2616229511,0,10.0,7,2.0,1.0,3.0,1.0,60.0,2.0,2.0,1.0,7.0,3.0,10.0,no,no,yes
65,19.0007066226,-98.2721763477,5,0.0,2,2.0,1.0,3.0,1.0,60.0,2.0,2.0,1.0,7.0,3.0,10.0,no,yes,yes
66,18.999638748,-98.2729109918,5,1.0,2,2.0,2.0,20.0,1.0,60.0,2.0,1.0,1.0,4.0,1.0,10.0,no,no,yes
67,19.0554836039,-98.2304564084,0,2.0,12,4.0,4.0,10.0,1.0,60.0,2.0,20.0,2.0,4.0,1.0,10.0,yes,no,yes
68,19.0554860833,-98.2304425738,0,0.0,12,4.0,4.0,2.0,1.0,60.0,2.0,20.0,2.0,4.0,1.0,10.0,no,no,no
69,19.0175763234,-98.2195876166,1,1.0,1,0.0,0.0,0.0,1.0,60.0,2.0,20.0,2.0,4.0,1.0,10.0,no,yes,yes
70,19.0212249976,-98.2170532644,1,0.0,1,1.0,1.0,0.0,1.0,60.0,2.0,20.0,2.0,4.0,1.0,0.0,yes,yes,no
71,19.0211863273,-98.2139526308,8,4.0,1,20.0,0.0,0.0,1.0,60.0,2.0,0.0,2.0,4.0,1.0,10.0,yes,yes,yes
72,19.0205935934,-98.2183564827,1,0.0,1,1.0,1.0,3.0,3.0,60.0,2.0,0.0,2.0,5.0,1.0,0.0,no,no,no
73,19.016879608,-98.2157879323,1,3.0,8,1.0,1.0,6.0,3.0,60.0,2.0,2.0,2.0,3.0,3.0,350.0,no,yes,yes
74,19.0206176832,-98.2140153274,1,0.0,2,1.0,1.0,4.0,3.0,60.0,2.0,2.0,1.0,3.0,2.0,0.0,no,no,no
75,19.0192537535,-98.2186659425,1,17.0,26,2.0,2.0,5.0,3.0,60.0,2.0,2.0,1.0,3.0,7.0,250.0,yes,no,yes
76,19.0201577584,-98.2179011777,0,0.0,4,3.0,4.0,2.0,5.0,60.0,2.0,2.0,1.0,4.0,3.0,0.0,yes,no,no
77,19.0191208,-98.2616644,0,0.0,5,2.0,2.0,0.0,1.0,60.0,2.0,2.0,1.0,3.0,2.0,0.0,no,no,no
78,19.0203597306,-98.2609585696,2,0.0,2,2.0,2.0,0.0,1.0,60.0,2.0,2.0,1.0,3.0,2.0,0.0,no,yes,no
79,19.0204461795,-98.2608458016,1,1.0,0,2.0,2.0,0.0,1.0,60.0,2.0,2.0,1.0,3.0,2.0,0.0,no,no,no
80,19.0208724879,-98.2606001469,1,2.0,0,2.0,2.0,0.0,1.0,60.0,2.0,2.0,1.0,3.0,2.0,0.0,no,yes,no
81,19.0209452199,-98.2605784075,0,0.0,2,2.0,2.0,0.0,1.0,60.0,2.0,2.0,1.0,3.0,2.0,0.0,yes,no,yes
82,19.0209774418,-98.2605286412,1,2.0,0,2.0,0.0,2.0,1.0,60.0,2.0,2.0,1.0,3.0,1.0,20.0,no,no,no
